symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AMZN,2025-01-02 16:27:00+00:00,223.28,223.3,223.0075,223.06,28602.0,619.0,223.202645
AMZN,2025-01-02 16:28:00+00:00,223.08,223.14,223.03,223.06,26367.0,577.0,223.074499
AMZN,2025-01-02 16:29:00+00:00,223.055,223.09,222.95,222.9816,35957.0,660.0,223.013361
AMZN,2025-01-02 16:30:00+00:00,222.95,223.275,222.83,223.12,67845.0,855.0,223.055697
AMZN,2025-01-02 16:31:00+00:00,223.115,223.115,222.95,223.0201,33460.0,712.0,223.037052
AMZN,2025-01-02 16:32:00+00:00,223.045,223.14,223.0,223.1,35371.0,834.0,223.057571
AMZN,2025-01-02 16:33:00+00:00,223.0926,223.36,223.06,223.36,68136.0,1173.0,223.18251
AMZN,2025-01-02 16:34:00+00:00,223.37,223.46,223.29,223.3828,53106.0,987.0,223.367639
AMZN,2025-01-02 16:35:00+00:00,223.395,223.6727,223.3434,223.6618,49523.0,849.0,223.532922
AMZN,2025-01-02 16:36:00+00:00,223.655,223.71,223.35,223.38,62679.0,1030.0,223.577129
AMZN,2025-01-02 16:37:00+00:00,223.35,223.35,223.1,223.2542,66331.0,1119.0,223.223666
AMZN,2025-01-02 16:38:00+00:00,223.24,224.0,223.23,223.426,66601.0,1015.0,223.361075
AMZN,2025-01-02 16:39:00+00:00,223.4,223.73,223.4,223.43,64359.0,1247.0,223.550436
AMZN,2025-01-02 16:40:00+00:00,223.4486,223.77,223.42,223.69,54525.0,927.0,223.668865
AMZN,2025-01-02 16:41:00+00:00,223.71,223.84,223.68,223.73,43322.0,725.0,223.754138
AMZN,2025-01-02 16:42:00+00:00,223.73,223.73,223.51,223.56,48358.0,822.0,223.612216
AMZN,2025-01-02 16:43:00+00:00,223.54,223.54,223.35,223.41,36057.0,762.0,223.403461
AMZN,2025-01-02 16:44:00+00:00,223.39,223.445,223.32,223.42,28412.0,615.0,223.401095
AMZN,2025-01-02 16:45:00+00:00,223.42,223.47,223.2747,223.2747,35867.0,692.0,223.361558
AMZN,2025-01-02 16:46:00+00:00,223.26,223.34,223.25,223.33,38701.0,735.0,223.280002
AMZN,2025-01-02 16:47:00+00:00,223.35,223.4019,223.25,223.4019,44118.0,732.0,223.311062
AMZN,2025-01-02 16:48:00+00:00,223.38,223.79,223.38,223.705,101061.0,1223.0,223.641007
AMZN,2025-01-02 16:49:00+00:00,223.701,223.9,223.7,223.85,39186.0,798.0,223.806374
AMZN,2025-01-02 16:50:00+00:00,223.83,223.9,223.74,223.875,60927.0,1012.0,223.828281
AMZN,2025-01-02 16:51:00+00:00,223.87,223.94,223.79,223.88,44299.0,751.0,223.872108
AMZN,2025-01-02 16:52:00+00:00,223.85,223.89,223.42,223.42,138467.0,820.0,223.631596
AMZN,2025-01-02 16:53:00+00:00,223.39,223.52,223.328,223.5,31055.0,607.0,223.447593
AMZN,2025-01-02 16:54:00+00:00,223.49,223.53,222.96,223.1098,51165.0,949.0,223.184621
AMZN,2025-01-02 16:55:00+00:00,223.13,223.19,223.0492,223.07,31555.0,634.0,223.124266
AMZN,2025-01-02 16:56:00+00:00,223.075,223.11,223.01,223.04,34803.0,531.0,223.060494
AMZN,2025-01-02 16:57:00+00:00,223.07,223.12,223.0,223.08,27983.0,602.0,223.066884
AMZN,2025-01-02 16:58:00+00:00,223.095,223.27,223.04,223.25,27881.0,536.0,223.155054
AMZN,2025-01-02 16:59:00+00:00,223.24,223.24,223.0,223.0001,27679.0,549.0,223.070557
AMZN,2025-01-02 17:00:00+00:00,223.035,223.105,222.94,222.95,66533.0,686.0,223.01024
AMZN,2025-01-02 17:01:00+00:00,222.94,223.29,222.9004,223.1688,34147.0,668.0,223.096612
AMZN,2025-01-02 17:02:00+00:00,223.1683,223.2178,222.75,222.9,42141.0,798.0,222.89221
AMZN,2025-01-02 17:03:00+00:00,222.915,223.18,222.89,223.135,20932.0,543.0,223.061834
AMZN,2025-01-02 17:04:00+00:00,223.13,223.44,223.0877,223.44,23045.0,511.0,223.185015
AMZN,2025-01-02 17:05:00+00:00,223.4,223.4,223.16,223.31,30719.0,642.0,223.276399
AMZN,2025-01-02 17:06:00+00:00,223.29,223.41,223.1,223.1,22467.0,566.0,223.267677
AMZN,2025-01-02 17:07:00+00:00,223.115,223.12,222.9427,222.9721,34984.0,619.0,223.001153
AMZN,2025-01-02 17:08:00+00:00,223.02,223.055,222.81,223.035,44008.0,716.0,222.918073
AMZN,2025-01-02 17:09:00+00:00,223.0638,223.0784,222.8733,222.945,19194.0,470.0,222.992437
AMZN,2025-01-02 17:10:00+00:00,222.92,223.12,222.9,223.1,21678.0,468.0,223.007435
AMZN,2025-01-02 17:11:00+00:00,223.11,223.215,222.98,223.03,22330.0,438.0,223.047713
AMZN,2025-01-02 17:12:00+00:00,223.0413,223.2307,223.0413,223.2307,21997.0,441.0,223.141793
AMZN,2025-01-02 17:13:00+00:00,223.25,223.62,223.2351,223.6,49737.0,718.0,223.427211
AMZN,2025-01-02 17:14:00+00:00,223.61,223.61,223.425,223.435,30520.0,603.0,223.514404
AMZN,2025-01-02 17:15:00+00:00,223.38,223.42,223.265,223.4,20137.0,536.0,223.332009
AMZN,2025-01-02 17:16:00+00:00,223.365,223.37,223.0,223.0,25636.0,563.0,223.188373
AMZN,2025-01-02 17:17:00+00:00,222.97,223.07,222.82,222.875,43389.0,592.0,222.931275
AMZN,2025-01-02 17:18:00+00:00,222.88,222.94,222.71,222.71,41561.0,821.0,222.798617
AMZN,2025-01-02 17:19:00+00:00,222.72,222.76,222.64,222.75,28330.0,605.0,222.713049
AMZN,2025-01-02 17:20:00+00:00,222.72,222.7296,222.4,222.4,52712.0,896.0,222.515768
AMZN,2025-01-02 17:21:00+00:00,222.425,222.61,222.26,222.59,47205.0,716.0,222.443083
AMZN,2025-01-02 17:22:00+00:00,222.6,222.635,222.3935,222.46,32040.0,531.0,222.503491
AMZN,2025-01-02 17:23:00+00:00,222.44,222.49,222.14,222.17,30425.0,647.0,222.353105
AMZN,2025-01-02 17:24:00+00:00,222.2,222.2,222.01,222.1,35688.0,650.0,222.118729
AMZN,2025-01-02 17:25:00+00:00,222.075,222.075,221.91,221.925,104848.0,953.0,221.981318
AMZN,2025-01-02 17:26:00+00:00,221.92,221.96,221.68,221.68,60118.0,879.0,221.812164
AMZN,2025-01-02 17:27:00+00:00,221.68,221.695,221.21,221.2288,87253.0,1510.0,221.476384
AMZN,2025-01-02 17:28:00+00:00,221.25,221.3,221.06,221.105,105178.0,1314.0,221.176701
AMZN,2025-01-02 17:29:00+00:00,221.08,221.11,220.73,220.81,129762.0,1765.0,220.892573
AMZN,2025-01-02 17:30:00+00:00,220.8599,220.8599,220.44,220.53,321462.0,1584.0,220.625317
AMZN,2025-01-02 17:31:00+00:00,220.548,220.74,220.25,220.6694,86539.0,1436.0,220.499572
AMZN,2025-01-02 17:32:00+00:00,220.67,220.8099,220.43,220.46,64458.0,987.0,220.650755
AMZN,2025-01-02 17:33:00+00:00,220.48,220.5798,220.27,220.51,62796.0,1151.0,220.472052
AMZN,2025-01-02 17:34:00+00:00,220.515,220.515,220.26,220.3011,64407.0,952.0,220.357541
AMZN,2025-01-02 17:35:00+00:00,220.315,220.37,220.05,220.18,76439.0,1247.0,220.19981
AMZN,2025-01-02 17:36:00+00:00,220.14,220.1412,219.87,219.93,126160.0,2060.0,220.001142
AMZN,2025-01-02 17:37:00+00:00,219.97,219.973,219.62,219.6601,60529.0,1473.0,219.747684
AMZN,2025-01-02 17:38:00+00:00,219.69,219.7495,219.37,219.61,97386.0,2172.0,219.52143
AMZN,2025-01-02 17:39:00+00:00,219.61,219.64,219.41,219.45,47192.0,946.0,219.534546
AMZN,2025-01-02 17:40:00+00:00,219.475,219.51,219.1464,219.33,62493.0,1184.0,219.30037
AMZN,2025-01-02 17:41:00+00:00,219.33,219.7,219.2501,219.39,92448.0,1250.0,219.523935
AMZN,2025-01-02 17:42:00+00:00,219.34,219.39,218.98,219.17,111353.0,2073.0,219.142446
AMZN,2025-01-02 17:43:00+00:00,219.17,219.34,219.1101,219.3078,49857.0,780.0,219.21119
AMZN,2025-01-02 17:44:00+00:00,219.345,219.39,219.07,219.11,48741.0,907.0,219.237876
AMZN,2025-01-02 17:45:00+00:00,219.14,219.2,218.92,219.075,75390.0,1085.0,219.066469
AMZN,2025-01-02 17:46:00+00:00,219.075,219.36,218.92,219.185,174128.0,1141.0,219.160841
AMZN,2025-01-02 17:47:00+00:00,219.16,219.16,218.87,218.98,51139.0,1020.0,218.994786
AMZN,2025-01-02 17:48:00+00:00,218.98,218.98,218.62,218.6904,84456.0,1553.0,218.736614
AMZN,2025-01-02 17:49:00+00:00,218.71,218.755,218.39,218.4,114605.0,1964.0,218.602052
AMZN,2025-01-02 17:50:00+00:00,218.42,218.84,218.19,218.81,166129.0,2124.0,218.381139
AMZN,2025-01-02 17:51:00+00:00,218.8,219.32,218.73,219.32,131988.0,1636.0,219.06125
AMZN,2025-01-02 17:52:00+00:00,219.3,219.45,219.1,219.1,94996.0,1512.0,219.299002
AMZN,2025-01-02 17:53:00+00:00,219.16,219.43,219.07,219.36,59254.0,955.0,219.276659
AMZN,2025-01-02 17:54:00+00:00,219.365,219.5,219.21,219.26,71815.0,1097.0,219.354955
AMZN,2025-01-02 17:55:00+00:00,219.27,219.53,219.19,219.275,49355.0,863.0,219.340752
AMZN,2025-01-02 17:56:00+00:00,219.299,219.3281,219.0903,219.3281,72313.0,975.0,219.197592
AMZN,2025-01-02 17:57:00+00:00,219.315,219.405,219.15,219.29,58814.0,931.0,219.266413
AMZN,2025-01-02 17:58:00+00:00,219.27,219.49,219.24,219.465,36957.0,789.0,219.422256
AMZN,2025-01-02 17:59:00+00:00,219.49,219.55,219.23,219.32,56511.0,1007.0,219.411027
AMZN,2025-01-02 18:00:00+00:00,219.33,219.33,219.02,219.07,75296.0,1169.0,219.161195
AMZN,2025-01-02 18:01:00+00:00,219.09,219.27,218.88,218.95,72459.0,1157.0,219.058608
AMZN,2025-01-02 18:02:00+00:00,219.01,219.1999,218.87,218.99,79239.0,1252.0,219.011016
AMZN,2025-01-02 18:03:00+00:00,219.03,219.16,218.88,218.9401,52329.0,791.0,219.008349
AMZN,2025-01-02 18:04:00+00:00,218.92,219.06,218.765,218.9,85638.0,1092.0,218.932913
AMZN,2025-01-02 18:05:00+00:00,218.965,219.12,218.9,219.0498,60669.0,1069.0,218.989026
AMZN,2025-01-02 18:06:00+00:00,219.01,219.18,218.97,219.16,47272.0,733.0,219.09508
AMZN,2025-01-02 18:07:00+00:00,219.19,219.49,219.13,219.49,48988.0,773.0,219.33721
AMZN,2025-01-02 18:08:00+00:00,219.49,219.61,219.42,219.56,71066.0,942.0,219.525858
AMZN,2025-01-02 18:09:00+00:00,219.55,219.89,219.545,219.763,63192.0,963.0,219.74959
AMZN,2025-01-02 18:10:00+00:00,219.77,219.86,219.41,219.505,70979.0,1089.0,219.637858
AMZN,2025-01-02 18:11:00+00:00,219.49,219.565,219.1,219.15,53192.0,877.0,219.379705
AMZN,2025-01-02 18:12:00+00:00,219.12,219.13,218.97,219.08,56876.0,872.0,219.053766
AMZN,2025-01-02 18:13:00+00:00,219.09,219.09,218.85,218.885,38153.0,694.0,218.965648
AMZN,2025-01-02 18:14:00+00:00,218.93,219.09,218.84,219.07,28767.0,610.0,218.980112
AMZN,2025-01-02 18:15:00+00:00,219.085,219.095,218.63,218.8124,52007.0,896.0,218.818605
AMZN,2025-01-02 18:16:00+00:00,218.78,218.99,218.7,218.94,36345.0,651.0,218.83115
AMZN,2025-01-02 18:17:00+00:00,218.97,219.135,218.92,218.97,39031.0,710.0,219.031246
AMZN,2025-01-02 18:18:00+00:00,218.92,219.26,218.9044,219.26,36745.0,746.0,219.073028
AMZN,2025-01-02 18:19:00+00:00,219.27,219.3,219.15,219.15,26759.0,581.0,219.230989
AMZN,2025-01-02 18:20:00+00:00,219.164,219.4788,219.164,219.34,36700.0,692.0,219.351961
AMZN,2025-01-02 18:21:00+00:00,219.345,219.385,218.8984,219.075,36199.0,702.0,219.149249
AMZN,2025-01-02 18:22:00+00:00,219.05,219.3,218.99,219.195,36070.0,566.0,219.181502
AMZN,2025-01-02 18:23:00+00:00,219.23,219.43,219.23,219.36,37345.0,603.0,219.345377
AMZN,2025-01-02 18:24:00+00:00,219.375,219.39,219.14,219.215,27140.0,574.0,219.232783
AMZN,2025-01-02 18:25:00+00:00,219.22,219.25,219.07,219.19,33577.0,635.0,219.183284
AMZN,2025-01-02 18:26:00+00:00,219.235,219.29,219.0832,219.112,30107.0,572.0,219.181219
AMZN,2025-01-02 18:27:00+00:00,219.1184,219.43,219.07,219.41,32867.0,540.0,219.284704
AMZN,2025-01-02 18:28:00+00:00,219.415,219.46,219.23,219.25,20864.0,541.0,219.335775
AMZN,2025-01-02 18:29:00+00:00,219.25,219.52,219.223,219.5,25084.0,528.0,219.414009
AMZN,2025-01-02 18:30:00+00:00,219.49,219.49,219.06,219.06,36783.0,798.0,219.226119
AMZN,2025-01-02 18:31:00+00:00,219.0259,219.08,218.69,218.71,60910.0,1204.0,218.916577
AMZN,2025-01-02 18:32:00+00:00,218.725,218.7818,218.68,218.73,101467.0,894.0,218.731256
AMZN,2025-01-02 18:33:00+00:00,218.77,218.79,218.58,218.69,44353.0,909.0,218.679753
AMZN,2025-01-02 18:34:00+00:00,218.6776,218.75,218.59,218.59,33671.0,682.0,218.65173
AMZN,2025-01-02 18:35:00+00:00,218.61,218.86,218.57,218.795,39731.0,757.0,218.695273
AMZN,2025-01-02 18:36:00+00:00,218.765,219.1699,218.75,219.1662,40522.0,753.0,218.99081
AMZN,2025-01-02 18:37:00+00:00,219.17,219.35,219.14,219.21,34768.0,744.0,219.253178
AMZN,2025-01-02 18:38:00+00:00,219.222,219.26,218.98,218.99,53297.0,903.0,219.131697
AMZN,2025-01-02 18:39:00+00:00,219.015,219.15,219.015,219.11,30545.0,698.0,219.093947
AMZN,2025-01-02 18:40:00+00:00,219.09,219.09,218.88,218.96,39420.0,866.0,218.988876
AMZN,2025-01-02 18:41:00+00:00,218.985,219.14,218.86,219.13,31609.0,647.0,219.04738
AMZN,2025-01-02 18:42:00+00:00,219.135,219.2,218.985,218.985,23304.0,506.0,219.07778
AMZN,2025-01-02 18:43:00+00:00,219.025,219.45,218.98,219.331,44071.0,903.0,219.237101
AMZN,2025-01-02 18:44:00+00:00,219.3525,219.63,219.33,219.5976,65245.0,1249.0,219.533434
AMZN,2025-01-02 18:45:00+00:00,219.59,219.6196,219.31,219.405,38443.0,640.0,219.476222
AMZN,2025-01-02 18:46:00+00:00,219.42,219.49,219.3125,219.395,31445.0,601.0,219.393156
AMZN,2025-01-02 18:47:00+00:00,219.4,219.45,219.16,219.1901,35349.0,634.0,219.257159
AMZN,2025-01-02 18:48:00+00:00,219.21,219.26,218.77,218.8,46642.0,884.0,219.053227
AMZN,2025-01-02 18:49:00+00:00,218.78,218.8632,218.7,218.8101,46882.0,892.0,218.770519
AMZN,2025-01-02 18:50:00+00:00,218.83,218.93,218.74,218.83,43865.0,842.0,218.824859
AMZN,2025-01-02 18:51:00+00:00,218.83,218.93,218.75,218.785,36781.0,741.0,218.835077
AMZN,2025-01-02 18:52:00+00:00,218.76,218.87,218.66,218.726,46454.0,933.0,218.773756
AMZN,2025-01-02 18:53:00+00:00,218.725,218.9,218.65,218.8,39052.0,737.0,218.772217
AMZN,2025-01-02 18:54:00+00:00,218.785,218.785,218.64,218.76,32885.0,739.0,218.719071
AMZN,2025-01-02 18:55:00+00:00,218.79,218.99,218.79,218.975,32171.0,685.0,218.902612
AMZN,2025-01-02 18:56:00+00:00,218.96,219.1,218.88,218.95,31301.0,618.0,218.991335
AMZN,2025-01-02 18:57:00+00:00,218.93,219.11,218.88,218.965,18563.0,504.0,218.982243
AMZN,2025-01-02 18:58:00+00:00,218.95,219.17,218.95,219.13,36140.0,721.0,219.099077
AMZN,2025-01-02 18:59:00+00:00,219.11,219.23,219.1,219.1938,49011.0,783.0,219.18214
AMZN,2025-01-02 19:00:00+00:00,219.19,219.27,219.055,219.12,40285.0,700.0,219.170752
AMZN,2025-01-02 19:01:00+00:00,219.085,219.2358,219.085,219.09,19391.0,625.0,219.183761
AMZN,2025-01-02 19:02:00+00:00,219.06,219.14,219.01,219.14,28632.0,549.0,219.067141
AMZN,2025-01-02 19:03:00+00:00,219.17,219.355,219.17,219.28,55877.0,893.0,219.268628
AMZN,2025-01-02 19:04:00+00:00,219.285,219.67,219.285,219.5924,40536.0,813.0,219.567012
AMZN,2025-01-02 19:05:00+00:00,219.63,219.7297,219.5801,219.6001,33799.0,707.0,219.651209
AMZN,2025-01-02 19:06:00+00:00,219.6,219.855,219.51,219.7794,65971.0,1015.0,219.695006
AMZN,2025-01-02 19:07:00+00:00,219.83,219.86,219.53,219.5456,39282.0,728.0,219.646211
AMZN,2025-01-02 19:08:00+00:00,219.57,219.63,219.5,219.5,24599.0,608.0,219.583718
AMZN,2025-01-02 19:09:00+00:00,219.48,219.49,219.33,219.49,35144.0,690.0,219.43415
AMZN,2025-01-02 19:10:00+00:00,219.51,219.54,219.44,219.47,43922.0,693.0,219.496678
AMZN,2025-01-02 19:11:00+00:00,219.47,219.6,219.46,219.555,40246.0,687.0,219.536975
AMZN,2025-01-02 19:12:00+00:00,219.58,219.65,219.53,219.6071,21501.0,581.0,219.593984
AMZN,2025-01-02 19:13:00+00:00,219.595,219.72,219.45,219.53,45376.0,781.0,219.545481
AMZN,2025-01-02 19:14:00+00:00,219.5461,219.66,219.49,219.495,18400.0,460.0,219.545117
AMZN,2025-01-02 19:15:00+00:00,219.52,219.68,219.5,219.57,24916.0,576.0,219.604052
AMZN,2025-01-02 19:16:00+00:00,219.56,219.59,219.37,219.505,34499.0,671.0,219.481687
AMZN,2025-01-02 19:17:00+00:00,219.49,219.715,219.49,219.63,32434.0,584.0,219.595927
AMZN,2025-01-02 19:18:00+00:00,219.635,219.79,219.5784,219.79,51349.0,703.0,219.702329
AMZN,2025-01-02 19:19:00+00:00,219.744,219.79,219.53,219.6,36801.0,699.0,219.677001
AMZN,2025-01-02 19:20:00+00:00,219.595,219.64,219.53,219.56,19074.0,564.0,219.589981
AMZN,2025-01-02 19:21:00+00:00,219.555,219.62,219.45,219.52,39247.0,814.0,219.536457
AMZN,2025-01-02 19:22:00+00:00,219.535,219.79,219.5136,219.79,42479.0,733.0,219.646108
AMZN,2025-01-02 19:23:00+00:00,219.77,219.9255,219.75,219.805,54113.0,817.0,219.843647
AMZN,2025-01-02 19:24:00+00:00,219.74,219.94,219.74,219.92,35565.0,603.0,219.826151
AMZN,2025-01-02 19:25:00+00:00,219.9199,220.0,219.81,219.855,39853.0,796.0,219.94188
AMZN,2025-01-02 19:26:00+00:00,219.845,219.8599,219.71,219.82,28353.0,561.0,219.795703
AMZN,2025-01-02 19:27:00+00:00,219.84,219.95,219.81,219.88,39723.0,846.0,219.86967
AMZN,2025-01-02 19:28:00+00:00,219.878,219.97,219.821,219.85,34168.0,590.0,219.898299
AMZN,2025-01-02 19:29:00+00:00,219.855,219.88,219.73,219.85,41035.0,657.0,219.801466
AMZN,2025-01-02 19:30:00+00:00,219.825,219.825,219.61,219.74,54249.0,982.0,219.665524
AMZN,2025-01-02 19:31:00+00:00,219.74,219.89,219.73,219.87,37271.0,784.0,219.824642
AMZN,2025-01-02 19:32:00+00:00,219.87,219.9699,219.82,219.9,36816.0,709.0,219.913198
AMZN,2025-01-02 19:33:00+00:00,219.91,219.91,219.66,219.73,45146.0,806.0,219.792394
AMZN,2025-01-02 19:34:00+00:00,219.71,219.8,219.61,219.66,35896.0,854.0,219.696484
AMZN,2025-01-02 19:35:00+00:00,219.6686,219.7,219.4102,219.4102,91936.0,1407.0,219.572612
AMZN,2025-01-02 19:36:00+00:00,219.4052,219.6044,219.35,219.54,48825.0,792.0,219.440964
AMZN,2025-01-02 19:37:00+00:00,219.54,219.725,219.43,219.7052,37770.0,748.0,219.576682
AMZN,2025-01-02 19:38:00+00:00,219.67,219.82,219.661,219.75,27673.0,602.0,219.7316
AMZN,2025-01-02 19:39:00+00:00,219.735,219.77,219.67,219.68,27416.0,607.0,219.72215
AMZN,2025-01-02 19:40:00+00:00,219.65,219.8,219.58,219.785,26527.0,755.0,219.717877
AMZN,2025-01-02 19:41:00+00:00,219.79,219.825,219.62,219.685,26401.0,670.0,219.739678
AMZN,2025-01-02 19:42:00+00:00,219.67,219.746,219.661,219.7,30561.0,660.0,219.704609
AMZN,2025-01-02 19:43:00+00:00,219.7,219.835,219.59,219.61,37269.0,778.0,219.753043
AMZN,2025-01-02 19:44:00+00:00,219.6,219.66,219.57,219.63,27744.0,548.0,219.611598
AMZN,2025-01-02 19:45:00+00:00,219.64,219.675,219.52,219.57,28528.0,693.0,219.585062
AMZN,2025-01-02 19:46:00+00:00,219.57,219.57,219.3,219.3,47373.0,964.0,219.424934
AMZN,2025-01-02 19:47:00+00:00,219.315,219.93,219.28,219.8203,136275.0,2189.0,219.699938
AMZN,2025-01-02 19:48:00+00:00,219.8374,220.225,219.75,220.1901,92223.0,1533.0,219.959856
AMZN,2025-01-02 19:49:00+00:00,220.19,220.32,220.1,220.1499,48600.0,896.0,220.193004
AMZN,2025-01-02 19:50:00+00:00,220.15,220.19,219.97,220.04,34273.0,695.0,220.085625
AMZN,2025-01-02 19:51:00+00:00,220.02,220.19,220.0,220.17,34195.0,619.0,220.064522
AMZN,2025-01-02 19:52:00+00:00,220.165,220.41,220.14,220.39,70153.0,1309.0,220.273051
AMZN,2025-01-02 19:53:00+00:00,220.38,220.4,220.04,220.12,56997.0,771.0,220.221024
AMZN,2025-01-02 19:54:00+00:00,220.09,220.29,220.09,220.28,49273.0,840.0,220.195255
AMZN,2025-01-02 19:55:00+00:00,220.28,220.3,220.04,220.0708,47280.0,779.0,220.191173
AMZN,2025-01-02 19:56:00+00:00,220.06,220.08,219.86,219.9328,47960.0,813.0,219.951272
AMZN,2025-01-02 19:57:00+00:00,219.91,219.91,219.63,219.7,53341.0,937.0,219.713131
AMZN,2025-01-02 19:58:00+00:00,219.69,219.82,219.62,219.7538,38954.0,677.0,219.715208
AMZN,2025-01-02 19:59:00+00:00,219.78,219.79,219.6,219.66,80904.0,1261.0,219.623354
AMZN,2025-01-02 20:00:00+00:00,219.655,219.9201,219.655,219.92,33857.0,768.0,219.818856
AMZN,2025-01-02 20:01:00+00:00,219.9,219.97,219.8,219.84,32102.0,749.0,219.867277
AMZN,2025-01-02 20:02:00+00:00,219.86,220.055,219.86,220.02,38371.0,853.0,219.962881
AMZN,2025-01-02 20:03:00+00:00,220.025,220.2,220.02,220.12,36099.0,801.0,220.129238
AMZN,2025-01-02 20:04:00+00:00,220.0912,220.36,220.03,220.31,46598.0,880.0,220.169564
AMZN,2025-01-02 20:05:00+00:00,220.3,220.3,220.1253,220.13,29943.0,694.0,220.195698
AMZN,2025-01-02 20:06:00+00:00,220.1217,220.24,220.1,220.1213,29237.0,697.0,220.169619
AMZN,2025-01-02 20:07:00+00:00,220.145,220.145,220.03,220.125,31543.0,667.0,220.086146
AMZN,2025-01-02 20:08:00+00:00,220.13,220.275,220.08,220.2149,26423.0,700.0,220.157036
AMZN,2025-01-02 20:09:00+00:00,220.25,220.32,220.15,220.18,47791.0,901.0,220.229827
AMZN,2025-01-02 20:10:00+00:00,220.18,220.41,220.13,220.4,39935.0,657.0,220.273677
AMZN,2025-01-02 20:11:00+00:00,220.3842,220.4651,220.23,220.43,37324.0,653.0,220.370083
AMZN,2025-01-02 20:12:00+00:00,220.43,220.63,220.39,220.63,65848.0,905.0,220.536181
AMZN,2025-01-02 20:13:00+00:00,220.625,220.76,220.55,220.66,53046.0,897.0,220.615707
AMZN,2025-01-02 20:14:00+00:00,220.65,220.685,220.5,220.54,62945.0,843.0,220.570943
AMZN,2025-01-02 20:15:00+00:00,220.53,220.535,220.27,220.355,41221.0,881.0,220.384434
AMZN,2025-01-02 20:16:00+00:00,220.34,220.42,220.3189,220.4,38515.0,651.0,220.347306
AMZN,2025-01-02 20:17:00+00:00,220.38,220.49,220.34,220.445,34692.0,695.0,220.410958
AMZN,2025-01-02 20:18:00+00:00,220.45,220.51,220.4,220.4911,38566.0,800.0,220.450494
AMZN,2025-01-02 20:19:00+00:00,220.47,220.4899,220.34,220.44,48478.0,830.0,220.406899
AMZN,2025-01-02 20:20:00+00:00,220.44,220.475,220.2968,220.32,47183.0,802.0,220.389127
AMZN,2025-01-02 20:21:00+00:00,220.31,220.62,220.23,220.4451,56031.0,1059.0,220.417646
AMZN,2025-01-02 20:22:00+00:00,220.4312,220.63,220.4312,220.478,52572.0,860.0,220.520545
AMZN,2025-01-02 20:23:00+00:00,220.48,220.51,220.3894,220.4499,24329.0,724.0,220.460598
AMZN,2025-01-02 20:24:00+00:00,220.43,220.43,220.2,220.25,48711.0,950.0,220.312619
AMZN,2025-01-02 20:25:00+00:00,220.21,220.3,220.08,220.0951,27062.0,713.0,220.226816
AMZN,2025-01-02 20:26:00+00:00,220.06,220.2799,220.0433,220.1914,41291.0,707.0,220.182018
AMZN,2025-01-02 20:27:00+00:00,220.22,220.33,220.22,220.29,26989.0,659.0,220.278067
AMZN,2025-01-02 20:28:00+00:00,220.27,220.4532,220.241,220.41,29244.0,770.0,220.384503
AMZN,2025-01-02 20:29:00+00:00,220.41,220.4699,220.2648,220.2648,32816.0,815.0,220.391952
AMZN,2025-01-02 20:30:00+00:00,220.31,220.4,220.15,220.185,37469.0,891.0,220.267574
AMZN,2025-01-02 20:31:00+00:00,220.19,220.69,220.15,220.62,61462.0,1306.0,220.395856
AMZN,2025-01-02 20:32:00+00:00,220.61,220.73,220.37,220.54,68266.0,1278.0,220.504844
AMZN,2025-01-02 20:33:00+00:00,220.53,220.56,220.41,220.53,64221.0,1065.0,220.508753
AMZN,2025-01-02 20:34:00+00:00,220.5,220.5,220.352,220.375,50864.0,848.0,220.436265
AMZN,2025-01-02 20:35:00+00:00,220.3615,220.391,220.15,220.19,52654.0,899.0,220.275935
AMZN,2025-01-02 20:36:00+00:00,220.18,220.22,220.04,220.12,57376.0,834.0,220.127917
AMZN,2025-01-02 20:37:00+00:00,220.12,220.15,220.02,220.12,38461.0,745.0,220.098808
AMZN,2025-01-02 20:38:00+00:00,220.1,220.15,220.06,220.1,29677.0,709.0,220.110018
AMZN,2025-01-02 20:39:00+00:00,220.08,220.09,219.91,219.935,55790.0,1140.0,219.986928
AMZN,2025-01-02 20:40:00+00:00,219.935,220.087,219.935,220.065,61576.0,1114.0,220.003893
AMZN,2025-01-02 20:41:00+00:00,220.05,220.1,219.85,219.9166,69527.0,1256.0,219.953518
AMZN,2025-01-02 20:42:00+00:00,219.915,220.006,219.8352,219.9901,38254.0,902.0,219.949027
AMZN,2025-01-02 20:43:00+00:00,220.0,220.05,219.87,219.87,43229.0,825.0,219.962779
AMZN,2025-01-02 20:44:00+00:00,219.905,220.0701,219.78,219.835,90719.0,1408.0,219.894024
AMZN,2025-01-02 20:45:00+00:00,219.84,219.925,219.8,219.91,61912.0,1056.0,219.856463
AMZN,2025-01-02 20:46:00+00:00,219.9,220.1113,219.89,219.92,54279.0,1161.0,219.993321
AMZN,2025-01-02 20:47:00+00:00,219.91,220.03,219.83,220.015,40757.0,913.0,219.947659
AMZN,2025-01-02 20:48:00+00:00,220.0,220.11,219.97,219.9839,58326.0,989.0,220.078301
AMZN,2025-01-02 20:49:00+00:00,220.0,220.13,219.96,219.96,46138.0,972.0,220.07554
AMZN,2025-01-02 20:50:00+00:00,219.97,220.37,219.97,220.2,119495.0,1728.0,220.238942
AMZN,2025-01-02 20:51:00+00:00,220.21,220.24,219.99,220.01,77918.0,1473.0,220.150344
